track_id,OPTIMISM,PESSIMISM,LOVE,HATE,JOY,SORROW,HOPE,DESPAIR,STRENGTH,WEAKNESS,BRAVERY,FEAR,SUCCESS,FAILURE,GRATITUDE,ENTITLEMENT,FORGIVENESS,RESENTMENT,PEACE,CHAOS
5kqXQHIgQ6UfFP9LfqPNgG,0.10232245479659063,0.8976774312616447,0.9892067181042179,0.010793235589985278,0.8507838773900167,0.14921623180351457,0.7406572962915117,0.25934261708361733,0.6093839640883882,0.39061597473073073,0.7871425921253468,0.21285724572388137,0.17762479486668603,0.8223753144064977,0.29554384191733507,0.7044558954946807,0.3760918423901092,0.6239080656585534,0.3369146194863353,0.6630854076558929
603N4XGJUTbK760GLCvIIs,0.3194592599399777,0.6805403998203186,0.47898538373007815,0.5210145275350626,0.22168982491986888,0.7783100591745213,0.2243837775455364,0.7756162086429916,0.06616029576256222,0.9338396191571469,0.1160012303097786,0.8839985121126923,0.14147189613852973,0.85852835525101,0.9999999999999998,0.0,0.30398251104327856,0.696017619416238,0.0,1.0
6fOxrKUo3f9OX2z6YrBpwy,0.33259134790143996,0.6674086275092133,0.6071021814608253,0.3928977620806955,0.5273958912796939,0.4726040408423344,0.5212374552714543,0.4787625633990144,0.3237467823524851,0.6762532318909243,0.4100945947311172,0.5899052440875054,0.325392885689209,0.6746072161554065,0.3132379780832808,0.6867618807989717,0.34046978015817886,0.659530254021323,0.40289300601876654,0.597107010142708
4GvyP7CnBJEV2t7L7vOkjw,0.13679473516663565,0.8632051552671489,0.0,0.9999999999999999,0.32302817702857145,0.6769716474615375,0.46532692548537735,0.5346730458724012,0.06511584197933407,0.9348841608854715,0.5237850724470301,0.4762147075810915,0.3756807790375023,0.6243192998078726,0.07708901895106579,0.9229106708347987,0.2439142774763774,0.7560860760758024,1.0,0.0
66eFGhs8LXeBgrXk0YgRJK,0.12418657217694795,0.8758131897269859,0.058885395773053295,0.9411145384767563,0.150074684034726,0.8499252648274527,0.06226855085278671,0.9377314453144034,0.0,0.9999999999999999,0.1503798843009816,0.8496199954294302,0.07806011380810607,0.9219400790424853,0.26881731448008295,0.7311824171051831,0.5254387810639283,0.4745610221943104,0.4378616201681971,0.5621383901734662
44deyFcIU1jArZyFhOznh9,0.007899331690696343,0.9921006693119618,0.9686464959132042,0.03135358005473145,1.0000000000000002,0.0,0.6338057367627215,0.3661943883657635,0.04018357749090362,0.9598163362859463,0.6170236939259692,0.38297619530374516,0.30044859277556557,0.6995515659089581,0.5438185898607022,0.45618120167861864,0.01858405496192761,0.9814160593373342,0.11240966829096344,0.8875903962155248
3GI4aSJU8HrTM6msYXz1MT,0.6790708962290259,0.3209293168946088,0.950679952873575,0.049319877871658285,0.23269886776440019,0.7673010182424775,0.008240209273280286,0.9917597902195112,0.589385709830853,0.41061440409052785,0.5004028821871078,0.49959689568471854,0.0,1.0,0.0,1.0,0.4484041123147253,0.5515957998285101,0.7053331844343784,0.29466686460689007
5xghdTMuqQPqtDJ0bn3zkn,0.13588693524614426,0.8641133358609228,0.8925930451131343,0.10740678099411777,0.6972043788485671,0.3027956264564343,0.19482525625291247,0.8051746496844954,0.5508452772386858,0.4491548349870885,0.0,0.9999999999999998,0.3379915569128613,0.6620085277227977,0.5527187844598032,0.44728111802674886,0.21056621448659807,0.7894339106833619,0.13749226310711626,0.8625077140101071
0yK8sWD6cfrc7pGfaPIcZH,0.0,0.9999999999999998,0.6187745603845145,0.3812255620819345,0.9197363969358003,0.08026360842301872,0.8572049962567634,0.14279499201505008,0.3279349063317658,0.6720651080959023,0.3534017891000618,0.6465980422841651,0.2169802109255945,0.7830197557392228,0.5454700442524374,0.4545297476469232,0.6517589859775332,0.34824105092733126,0.21387576268413566,0.7861242849353954
3E5ndyOfO6vFDEIE42HA8o,0.06827894234201226,0.9317210663245998,0.5026026207164429,0.49739722672811204,0.7586900390969726,0.24130978386742907,0.9999999999999998,0.0,1.0000000000000002,0.0,0.23430077371890912,0.7656990466818732,0.6247605896040478,0.37523951925565724,0.3308171636145463,0.6691825814875383,0.0,0.9999999999999998,0.8972285987848316,0.10277125188980751
