track_id,track_name,artist_id,artist_name,Album ID,artist_genres,explicit,duration,key,mode,time_signature
366wRPrx2airjcCRkxgoS2,Surrender,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley With The Jordanaires,5Iec810oL6PorbyBVjLnmD,"['rock-and-roll', 'rockabilly']",False,1:54,D♯/E♭,Minor,4
0pnfT3OLqlnIvO0uMYgCfM,Blue Moon,1JQYskbOoudT9cylam24a3,The Marcels,5B6Ij5KwgUKJYzCQoc2qor,"['doo-wop', 'rhythm and blues', 'rock-and-roll']",False,2:13,G,Major,4
45Szkclj1lt4ubm7RFK68t,Runaway,3c8WoNjBfyLJhFObE6RHgs,Del Shannon,6dWi04y7CwB5M0XvzAewKT,"['doo-wop', 'rock-and-roll', 'rockabilly']",False,2:17,A♯/B♭,Minor,4
7qEwxMKJu8EsjvOoxMJoTT,Mother-In-Law,3ybBNyjii40yY104IZkcly,Ernie K-Doe,6c4nmcYRtVv3eKNyfESy2K,"['louisiana blues', 'new orleans blues', 'new orleans funk', 'new orleans soul', 'rhythm and blues']",False,2:31,D♯/E♭,Major,4
1sM0yZDxUhPQhkDh2CLd6l,Travelin' Man,73sSFVlM6pkweLXE8qw1OS,Ricky Nelson,0eWkaY2z2iBw1t7M8eHKQe,"['adult standards', 'doo-wop', 'rock-and-roll', 'rockabilly']",False,2:23,D,Major,4
6sbj89WozjblBMa5u41orw,Running Scared,0JDkhL4rjiPNEp92jAgJnS,Roy Orbison,21REQ6X34DCAcoxtj654TI,"['adult standards', 'classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'singer-songwriter', 'soft rock']",False,2:12,A,Major,3
2TEdI0KNrYHo4UPhrt0ais,Moody River,7fmKtIgmxqNEKjATioVNsu,Pat Boone,4UfDMjg8GFc3RZx5KILDlZ,"['adult standards', 'easy listening', 'rock-and-roll', 'rockabilly']",False,2:37,D♯/E♭,Major,4
5mOECh8BAECe5HEHzJUvpd,Quarter To Three,1Qw8MHpjYxm9Xf0O1ZfPiX,U.S. Bonds,6eTUepR4tUo3FSBOhfs8X3,['rhythm and blues'],False,2:30,C,Minor,4
79s3pSe1u6ggQBEwVPm58Z,Tossin' And Turnin',6KfBWaX13etjtEZ4d9aTWW,Bobby Lewis,31JyXxhju4kXiYJwdjb3u3,"['doo-wop', 'rhythm and blues']",False,2:39,C,Major,4
2ELAMT68a78OGwhCgj9Kai,Wooden Heart,1b5taabb9eKSbyzVFVtEjh,Joe Dowell,2vbGrveqwAdzAguDJBYFfi,[],False,1:58,C♯/D♭,Major,4
25TcXSVruQ3Oox1RyqRCFf,Michael,4lh4sNnXlHYs8DQa3dnLal,The Highwaymen,2DKVIjhZhloJ7o8oMuhQXG,[],False,2:45,C,Major,4
06JokgprGDKrtZ1eP6z2CQ,Take Good Care Of My Baby,5MX2l6ewjOaeWn1lYNhzlO,Bobby Vee,4yB0nAAZLuRNK4xdme2axu,"['adult standards', 'brill building pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",False,2:29,C♯/D♭,Major,4
5dUMh0ugelpKfoFp3qChuK,Hit The Road Jack,1eYhYunlNJlDoQhtYBvPsi,Ray Charles And His Orchestra With The Raelettes,7gvxyetkX6vkoMyDkDM6ls,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",False,1:59,G♯/A♭,Minor,4
1DndHckdH9m5rp6gYP086b,Runaround Sue,15FyiY3ChN0QRspHIQYq0W,Dion,20vUqyMzF8fgQhkdLdtzi7,"['doo-wop', 'rock-and-roll', 'rockabilly']",False,2:51,D,Major,4
61uAY9xdzYiIbYJ07XvKso,Big Bad John,1RaDKTFXuy0qA8YV1h9SwC,Jimmy Dean,2vCenQXDX4DqtRShqJzCci,"['classic country pop', 'nashville sound']",False,3:02,G♯/A♭,Major,4
6jX5mso4x00c1EiNMrTU9U,Please Mr. Postman,0MponVSpW81oLvJZ53vYZH,The Marvelettes,65n7GqedAHDVRWNh3msH1V,"['classic girl group', 'classic soul', 'motown', 'soul', 'southern soul']",False,2:28,D,Major,4
2F4FNcz68howQWD4zaGJSi,The Lion Sleeps Tonight,1GAJzApRTMmYZ9EjQ91VOy,The Tokens,6NBox81OQox7U4I0hZB9t0,"['doo-wop', 'sunshine pop']",False,2:42,F,Major,4
227euiIPZryCQGJsYNuwW3,Peppermint Twist - Part I,7AhwU55MQG9KtNtwr9JoZN,Joey Dee & the Starliters,5KvGaSy5ol8X8pLMa9fVFn,['australian talent show'],False,2:01,C,Major,4
6Hy22YDN9HJMRlJP1LwnJy,Duke Of Earl,52uMkSFt2RVO6XxTEt5VeW,Gene Chandler,2VmU63FIBsGgQYItCvsYkl,"['chicago soul', 'classic soul', 'northern soul', 'rhythm and blues', 'southern soul']",False,2:27,F,Major,4
0obIo2GEab6qqms6t3JaMY,Hey! Baby,5Do19ow5oRPYYU46jqdkwh,Bruce Channel,09YAng6bZ2wJVcL3MWVCri,['rock-and-roll'],False,2:23,A,Major,4
2fAB9BufYdc9AJLE6BusXP,Don't Break The Heart That Loves You,3EY5DxGdy7x4GelivOjS2Q,Connie Francis,6CTiCTGft53NcVMsAxxgCQ,"['adult standards', 'brill building pop', 'easy listening', 'rock-and-roll', 'rockabilly']",False,3:06,G♯/A♭,Major,4
6XEW0P64pYXfD06e4oLcWz,Johnny Angel,6ZID5oFfvvgzIRrqXaTJSy,Shelley Fabares,3gm0Xom6PrWBT1t6ua7oE0,"['brill building pop', 'doo-wop']",False,2:19,C,Major,4
19gotedXtqeE8dWju6WURW,Good Luck Charm,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley With The Jordanaires,5Iec810oL6PorbyBVjLnmD,"['rock-and-roll', 'rockabilly']",False,2:25,D,Major,4
7xt1KHm7ToHgfOaNhvONRR,Soldier Boy,0x83OBqixqdCHnStP5VMcn,The Shirelles,13MaoinwLDJqTHPMEr0efZ,"['classic girl group', 'classic soul', 'doo-wop', 'motown', 'rock-and-roll', 'soul']",False,2:42,A♯/B♭,Major,4
1UUqBCegaEWTuaYdwc7QQx,Stranger On The Shore,5bdgb81IJMXag724quaNSA,Mr. Acker Bilk,6ZCdOGIHzBGJwcqVrdG9Co,"['easy listening', 'jazz clarinet']",False,3:18,A♯/B♭,Major,4
2b8cQfktOXRqaeAXSB4zaP,I Can't Stop Loving You,1eYhYunlNJlDoQhtYBvPsi,Ray Charles,0UvA1bMY9dqS6LQ4ktBl4y,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",False,4:13,F,Major,4
00vH2PsEQTGRyJYhyIyDbr,The Stripper,2nv8pUrGHqpVzYvQCyiKjk,David Rose and His Orchestra,5Uc8NaZzkuFN7AFDwtm1Rf,"['easy listening', 'space age pop']",False,1:56,C,Major,4
5zw4SajQ2IKvjnSWXOSDrh,Roses Are Red (My Love),6bOYtKnpLPQSfMpS2ilotK,Bobby Vinton,3bi87ndwfdokCp0Km4fxoJ,"['adult standards', 'bubblegum pop', 'doo-wop', 'easy listening', 'rock-and-roll', 'rockabilly']",False,2:38,F,Major,4
2x6pbpjVGjiWCcH89IK8AX,Breaking Up Is Hard To Do,5N6GwJzOcOY5kv8p0NjhYL,Neil Sedaka,66qxRQqOy7kVcsVpT0OVFZ,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'rockabilly', 'soft rock']",False,2:19,G♯/A♭,Minor,4
5xzdDMhFYiuUONB0Mha9VS,The Loco-Motion,4S76LQXJD6N2uPcLhKejG8,Little Eva,1e6fzvmRJi8r6TInJhimdj,"['brill building pop', 'doo-wop', 'rock-and-roll']",False,2:19,D♯/E♭,Major,4
5Mzu8smN6fRBCaUaTytD1W,Sheila,7t4XHvWfj0XtEB8SNFeALw,Tommy Roe,24v9C4Fe2Ik7jcldSXWwbk,"['bubblegum pop', 'classic garage rock', 'merseybeat', 'rock-and-roll']",False,2:07,E,Major,4
7sqK6f8dHVx3Q1GjFrVyGl,Sherry,6mcrZQmgzFGRWf7C0SObou,The 4 Seasons,18rFAAWrT2wzvWckYmoLnE,"['adult standards', 'bubblegum pop', 'doo-wop', 'lounge', 'northern soul', 'rock-and-roll', 'rockabilly']",False,2:32,C,Major,4
0xxZY5C9xxij3D1HkzbnfC,Monster Mash,42MRYPhQfcEXqb18dl5ERX,"Bobby ""Boris"" Pickett And The Crypt-Kickers",1yW6XU0pw5ZqDeu81OAaCr,"['halloween', 'novelty']",False,3:12,B,Minor,4
0mG8Hety4RELeo6p808fcy,He's A Rebel,7rewR1TVjhisjI6gauUamf,The Crystals,11ho9FxQbJjMbQn1P1yWpm,"['classic girl group', 'doo-wop', 'rock-and-roll']",False,2:30,F♯/G♭,Major,4
00meczE1jpLTX0BBzIGrAR,Big Girls Don't Cry,6mcrZQmgzFGRWf7C0SObou,The 4 Seasons,18rFAAWrT2wzvWckYmoLnE,"['adult standards', 'bubblegum pop', 'doo-wop', 'lounge', 'northern soul', 'rock-and-roll', 'rockabilly']",False,2:28,D,Major,4
5e7Iydav7OtvZft8sB2pW7,Telstar,3SblTU11ZKURsHhWGwPpt9,The Tornadoes,12d1FFON3Sa6k4YknKEQCJ,['british invasion'],False,3:17,A,Major,4
0xx4lbu88MyZRjq8f45B0e,Go Away Little Girl,271pvVqDFiREx6PqzwOX8p,Steve Lawrence,29JhBdtiRHwYqClsCCih2R,"['adult standards', 'easy listening']",False,2:12,C,Major,4
4WhT2YADjcU58IUgroWZQZ,Walk Right In,6Gb08eT3LlkGynDscl9vbz,The Rooftop Singers,1BuP3K4tWcL1WSpUcLQHyz,['american folk revival'],False,2:37,D♯/E♭,Major,4
3kl9waNDdEv2BqDJBu9fuw,Hey Paula,2pycVt1qR9u8bKdb4oLI98,Paul and Paula,2FF9i414vwTDa2sJWrhIqh,"['deep adult standards', 'doo-wop', 'merseybeat', 'rock-and-roll']",False,2:26,G,Major,3
4C76SOnBa9eQDwOwe11hPz,Walk Like A Man,6mcrZQmgzFGRWf7C0SObou,The 4 Seasons,21nYbsqCxRcKE1gOB9f98a,"['adult standards', 'bubblegum pop', 'doo-wop', 'lounge', 'northern soul', 'rock-and-roll', 'rockabilly']",False,2:17,D♯/E♭,Major,4
3ngYXFSYtF5mHguNCA3JZ0,Our Day Will Come,7y0ngZzIllkP8ZOqgTKQFc,Ruby And The Romantics,4ld3rO6I2P7CmDDtksx19D,['rhythm and blues'],False,2:34,G♯/A♭,Major,4
2Bs1Lw9LX8hBm70t1iGdlh,He's So Fine,05sIdEkXAYDbDDdv3T56Oj,The Chiffons,1WvYZcG9v3WzzNNkwpreGq,"['brill building pop', 'classic girl group', 'doo-wop', 'rock-and-roll']",False,1:52,G,Major,4
7dFKoNC2k5qgbXrbcMCHQ0,I Will Follow Him,09vvlnqwFaimZwGAvpXgqy,Little Peggy March,20LPP32QEkCQyGIfVdhHbl,[],False,2:27,C,Major,4
7D97JnBT73FWUh9KmRvP9M,If You Wanna Be Happy,7k4MYPtpz3fAViMuuLi9ry,Jimmy Soul,52RYT3SK1MzjGDOfcDupUA,[],False,2:23,A♯/B♭,Major,4
1Pq47iFLC5U7j8xeNiNcuS,It's My Party,08b2PA6eFyugsWAk41eQKZ,Lesley Gore,7KSrseQi4wJDUfMT4mxNo8,"['brill building pop', 'bubblegum pop', 'classic girl group']",False,2:20,A,Major,4
6meIeOX3DHdaCnaNw67abE,Sukiyaki,3WKkjW8B7x5UZmfC9pnDmN,Kyu Sakamoto,5n3yhXw0DNTRIpSfRE98tT,['enka'],False,3:09,G,Major,4
2C5p7j2gw7Jr2VAZDiNP4u,Easier Said Than Done,1MRFkxDxTMqNTZJSWgW7VL,The Essex,4ID5sSkGkHcQduisk0aWbh,"['classic girl group', 'rhythm and blues']",False,2:06,E,Major,4
1Oewmmr12xuhgzvUJ9Q0cf,Surf City,0pqGj6vO9YHsXuZmaJaP2Y,Jan & Dean,7yzoaZNNZM1i4QV2vrgJeK,"['bubblegum pop', 'classic garage rock', 'doo-wop', 'rock-and-roll', 'rockabilly', 'sunshine pop', 'surf music']",False,2:27,G♯/A♭,Major,4
6h0LLmMVZY108wNzD5UM6O,So Much In Love,0a1BmEq1mZ5ufKMC2fsziR,The Tymes,5iZmFM0Ka5SDaAknjdDv8W,"['beach music', 'doo-wop', 'philly soul', 'rhythm and blues']",False,2:20,E,Major,4
6SvMoVRctg7Z3jDtlYIYlL,Fingertips - Pt 2,7guDJrEfX3qb6FEbdPA5qi,Little Stevie Wonder,7oMcO4p7P1JtJR2G1v2NoK,"['motown', 'soul']",False,3:10,G,Minor,4
5NiFSI8iIDtVm1NCwdYrHS,My Boyfriend's Back,6YtJeguOS8yoMkmLLnzU7q,The Angels,42pUInY6KQcFg0L6ySYZsa,"['brill building pop', 'classic girl group']",False,2:16,D♯/E♭,Major,4
3WO8ZBnOtad3xMz46Z54pY,Blue Velvet,6bOYtKnpLPQSfMpS2ilotK,Bobby Vinton,3bi87ndwfdokCp0Km4fxoJ,"['adult standards', 'bubblegum pop', 'doo-wop', 'easy listening', 'rock-and-roll', 'rockabilly']",False,2:47,A♯/B♭,Major,4
18CglpvgJf2PbHcFijT6gf,Sugar Shack,6Vg8U5m1yHwqRyQMi87tay,Jimmy Gilmer And The Fireballs,0T4owvuSXLLA7infyGZaHP,[],False,2:03,G,Major,4
5kJez8nvgq0HqhWy3UTQFx,Deep Purple,5s1WKkWyMzhGnLZ0ClgyTN,Nino Tempo & April Stevens,5PDCUDIZ89GL5NSsnkETQO,[],False,2:40,F,Major,3
4To8mxhdtvoKpELxEHOGGU,I'm Leaving It Up To You,4pm3g02BZ11lBvSCuomYaW,Dale & Grace,1QGxTeWmlyeydSRZgiulmr,"['brill building pop', 'swamp pop']",False,2:13,F♯/G♭,Major,3
4ns69146GVKS3AwM922kTE,Dominique,6IXxyuP3QA8yla9rF1on6b,The Singing Nun (Soeur Sourire),5q2EXEXCVPTs9YNK136lfY,['belgian singer-songwriter'],False,2:54,C,Minor,4
3mwiyHBHfAzOe89MwqJeEb,There! I've Said It Again,6bOYtKnpLPQSfMpS2ilotK,Bobby Vinton,6H2obkE8t9qlR7hMjIdveT,"['adult standards', 'bubblegum pop', 'doo-wop', 'easy listening', 'rock-and-roll', 'rockabilly']",False,2:24,D,Major,4
5Qe7NHxeLAn8KoLTNLSdwe,I Want To Hold Your Hand,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,6126O4XLYAfzU3961ziahP,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",False,2:26,G,Major,4
0qsS2A3hwicJCLtcaR6JRQ,She Loves You,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,6126O4XLYAfzU3961ziahP,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",False,2:22,G,Major,4
3SdingSsFcZDZAyvcJbgAw,Can't Buy Me Love,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,6wCttLq0ADzkPgtRnUihLV,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",False,2:11,C,Major,4
63kd4m3VFxcJjPVVtbVNAu,Hello; Dolly!,19eLuQmk9aCobbVDHc6eek,Louis Armstrong And The All Stars,213k6pbTGOHxlMpz5lb7zC,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'lounge', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",False,2:27,C,Major,0
4591VqUIXysNlmI5NcAIUd,My Guy,1cjZk1xXn3YCToNg3uJpA7,Mary Wells,6pUoPt9A6P1G8YJ5vw6GBP,"['classic soul', 'motown', 'soul', 'southern soul']",False,2:54,A♯/B♭,Major,4
3VbGCXWRiouAq8VyMYN2MI,Love Me Do,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,3KzAvEXcqJKBF97HrXwlgf,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",False,2:21,C,Major,4
7vVG9xbmNQrtdSPTi7KDUm,Chapel Of Love,7ICvZfP4VHAPZ5Wdt03772,The Dixie Cups,3r8dNiqNnFU7hNmQH5Reb8,"['classic girl group', 'doo-wop', 'rock-and-roll']",False,2:50,A,Major,4
